"printing_id","short_id","canonical_id","set_code","collector_number","card_type","name_en","version_en","rules_text_en","flavor_text_en_reference","i18n_file_to_update","spanish_status"
"set1-116","YPs","ci_YPs","set1","116","character","Minnie Mouse","Always Classy","undefined","Her fashion sense is always spot on.","src/cards/001/characters/116-minnie-mouse-always-classy.i18n.ts","translated"
"set1-117","c4p","ci_c4p","set1","117","character","Moana","Chosen by the Ocean","THIS IS NOT WHO YOU ARE When you play this character, you may banish chosen character named Te Kā.","You know who you are.","src/cards/001/characters/117-moana-chosen-by-the-ocean.i18n.ts","translated"
"set1-118","4Na","ci_4Na","set1","118","character","Mulan","Imperial Soldier","LEAD BY EXAMPLE During your turn, whenever this character banishes another character in a challenge, your other characters get +1 {L} this turn.","","src/cards/001/characters/118-mulan-imperial-soldier.i18n.ts","translated"
"set1-119","1O4","ci_1O4","set1","119","character","Peter Pan","Fearless Fighter","Rush","Nobody calls Pan a coward and lives! I’ll fight you man-to-man, with one hand behind my back.","src/cards/001/characters/119-peter-pan-fearless-fighter.i18n.ts","translated"
"set1-120","Sa8","ci_Sa8","set1","120","character","Pongo","Ol’ Rascal","Evasive","At first I had no particular plan, just anything to attract attention. You know, stir things up a bit.","src/cards/001/characters/120-pongo-ol-rascal.i18n.ts","translated"
"set1-121","nSe","ci_Su6","set1","121","character","Rapunzel","Letting Down Her Hair","TANGLE When you play this character, each opponent loses 1 lore.","Who are you? And how did you find me?","src/cards/001/characters/121-rapunzel-letting-down-her-hair.i18n.ts","translated"
"set1-122","AoK","ci_AoK","set1","122","character","Scar","Fiery Usurper","undefined","Consumed by the flames of ambition.","src/cards/001/characters/122-scar-fiery-usurper.i18n.ts","translated"
"set1-123","pVG","ci_pVG","set1","123","character","Scar","Shameless Firebrand","Shift 6
ROUSING SPEECH When you play this character, ready your characters with cost 3 or less. They can't quest for the rest of this turn.","The time has come to take what is ours!","src/cards/001/characters/123-scar-shameless-firebrand.i18n.ts","translated"
"set1-124","Dn2","ci_VLR","set1","124","character","Sergeant Tibbs","Courageous Cat","undefined","Yes, sir. Righto, sir. Right away, sir!","src/cards/001/characters/124-sergeant-tibbs-courageous-cat.i18n.ts","translated"
"set1-125","LKL","ci_hJx","set1","125","character","Stitch","Abomination","undefined","His destructive programming is taking effect. He will be irresistibly drawn to large cities, where he will back up sewers, reverse street signs, and steal everyone's left shoe. —Jumba Jookiba","src/cards/001/characters/125-stitch-abomination.i18n.ts","translated"
"set1-126","Zd7","ci_Zd7","set1","126","character","Te Kā","The Burning One","Reckless","She burns for that which was stolen from her.","src/cards/001/characters/126-te-k-the-burning-one.i18n.ts","translated"
"set1-127","H06","ci_H06","set1","127","character","Tigger","Wonderful Thing","Evasive","I’m the bounciest bouncer that ever bounced!","src/cards/001/characters/127-tigger-wonderful-thing.i18n.ts","translated"
"set1-128","4Sx","ci_4Sx","set1","128","action","Be Prepared","","Banish all characters.","Our teeth and ambitions are bared!","src/cards/001/actions/128-be-prepared.i18n.ts","translated"
"set1-129","VLl","ci_VLl","set1","129","action","Cut to the Chase","","Chosen character gains Rush this turn. (They can challenge the turn they're played.)","Surprise!","src/cards/001/actions/129-cut-to-the-chase.i18n.ts","translated"
"set1-130","RUF","ci_fJr","set1","130","action","Dragon Fire","","Banish chosen character.","Rare is the hero who can withstand a dragon’s wrath.","src/cards/001/actions/130-dragon-fire.i18n.ts","translated"
"set1-131","iMK","ci_iMK","set1","131","action","Fan the Flames","","Ready chosen character. They can't quest for the rest of this turn.","Pretty words can move a crowd, but so can ugly ones.","src/cards/001/actions/131-fan-the-flames.i18n.ts","translated"
"set1-132","CpS","ci_CpS","set1","132","action","He's Got a Sword!","","Chosen character gets +2 {S} this turn.","We've <all> got swords! —Razoul","src/cards/001/actions/132-hes-got-a-sword.i18n.ts","translated"
"set1-133","X1Y","ci_X1Y","set1","133","action","Tangle","","Each opponent loses 1 lore.","Stay right there! I mean, you don’t have a choice, I guess. But still! Don’t move! —Rapunzel","src/cards/001/actions/133-tangle.i18n.ts","translated"
"set1-134","NVz","ci_NVz","set1","134","item","Poisoned Apple","","TAKE A BITE... 1 {I}, Banish this item — Exert chosen character. If a Princess character is chosen, banish her instead.","One taste of the poisoned apple, and the victim’s eyes will close forever.... —The Queen","src/cards/001/items/134-poisoned-apple.i18n.ts","translated"
"set1-135","lec","ci_lec","set1","135","item","Shield of Virtue","","FIREPROOF {E}, 3 {I} — Ready chosen character. They can't quest for the rest of this turn.","Arm thyself with this enchanted Shield of Virtue and this mighty Sword of Truth, for these weapons of righteousness will triumph over evil. —Flora","src/cards/001/items/135-shield-of-virtue.i18n.ts","translated"
"set1-136","4Du","ci_4Du","set1","136","item","Sword of Truth","","FINAL ENCHANTMENT Banish this item — Banish chosen Villain character.","Almost as powerful as True Love’s Kiss.","src/cards/001/items/136-sword-of-truth.i18n.ts","translated"
"set1-137","5XS","ci_5XS","set1","137","character","Ariel","Whoseit Collector","LOOK AT THIS STUFF Whenever you play an item, you may ready this character.","You want thingamabobs? I got twenty.","src/cards/001/characters/137-ariel-whoseit-collector.i18n.ts","translated"
"set1-138","HSP","ci_HSP","set1","138","character","Aurora","Briar Rose","DISARMING BEAUTY When you play this character, chosen character gets -2 {S} this turn.","There was something strange about that voice. Too beautiful to be real... —Prince Phillip","src/cards/001/characters/138-aurora-briar-rose.i18n.ts","translated"
"set1-139","F9x","ci_mSW","set1","139","character","Aurora","Dreaming Guardian","Shift 3
PROTECTIVE EMBRACE Your other characters gain Ward.","As the princess slumbered, her power awoke.","src/cards/001/characters/139-aurora-dreaming-guardian.i18n.ts","translated"
"set1-140","tuh","ci_LLH","set1","140","character","Aurora","Regal Princess","undefined","They say if you dream a thing more than once, it's sure to come true!","src/cards/001/characters/140-aurora-regal-princess.i18n.ts","translated"
"set1-141","O4F","ci_xtR","set1","141","character","Belle","Inventive Engineer","TINKER Whenever this character quests, you pay 1 {I} less for the next item you play this turn.","A little ingenuity and a lot of heart will take you far in this world.","src/cards/001/characters/141-belle-inventive-engineer.i18n.ts","translated"
"set1-142","vWb","ci_5l8","set1","142","character","Belle","Strange but Special","READ A BOOK During your turn, you may put an additional card from your hand into your inkwell facedown.
MY FAVORITE PART! While you have 10 or more cards in your inkwell, this character gets +4 {L}.","Far-off places, daring sword fights, magic spells, a prince in disguise...","src/cards/001/characters/142-belle-strange-but-special.i18n.ts","translated"
"set1-143","DmB","ci_DmB","set1","143","character","Chief Tui","Respected Leader","Support","You can always rely on the strength of those who love you.","src/cards/001/characters/143-chief-tui-respected-leader.i18n.ts","translated"
"set1-144","fpc","ci_fpc","set1","144","character","Donald Duck","Strutting His Stuff","Ward","Walk smarter, not harder.","src/cards/001/characters/144-donald-duck-strutting-his-stuff.i18n.ts","translated"
"set1-145","6YW","ci_nWw","set1","145","character","Flounder","Voice of Reason","undefined","Excitement. . . adventure. . . danger lurking around every cor— AAAAAGGH!","src/cards/001/characters/145-flounder-voice-of-reason.i18n.ts","translated"
"set1-146","ROE","ci_ROE","set1","146","character","Gramma Tala","Storyteller","I WILL BE WITH YOU When this character is banished, you may put this card into your inkwell facedown and exerted.","Moana: Is there something you want to tell me? Gramma Tala: Is there something you want to hear?","src/cards/001/characters/146-gramma-tala-storyteller.i18n.ts","translated"
"set1-147","iRC","ci_nzC","set1","147","character","Hades","Infernal Schemer","IS THERE A DOWNSIDE TO THIS? When you play this character, you may put chosen opposing character into their player's inkwell facedown.","He's gotta have a weakness, because everybody's got a weakness.","src/cards/001/characters/147-hades-infernal-schemer.i18n.ts","translated"
"set1-148","crg","ci_crg","set1","148","character","Jasmine","Disguised","undefined","Try to understand. I’ve never done a thing on my own. I’ve never had any real friends.. . . I’ve never even been outside the palace walls.","src/cards/001/characters/148-jasmine-disguised.i18n.ts","translated"
"set1-149","Abg","ci_Abg","set1","149","character","Jasmine","Queen of Agrabah","Shift 3
CARETAKER When you play this character and whenever she quests, you may remove up to 2 damage from each of your characters.","","src/cards/001/characters/149-jasmine-queen-of-agrabah.i18n.ts","translated"
"set1-150","LcD","ci_LcD","set1","150","character","Maleficent","Sinister Visitor","undefined","The princess shall indeed grow in grace and beauty, beloved by all who know her. But before the sun sets on her sixteenth birthday, she shall prick her finger on the spindle of a spinning wheel.. . .","src/cards/001/characters/150-maleficent-sinister-visitor.i18n.ts","translated"
"set1-151","GaM","ci_6sE","set1","151","character","Maleficent","Uninvited","undefined","She had no invitation—and needed no introduction.","src/cards/001/characters/151-maleficent-uninvited.i18n.ts","translated"
"set1-152","Yw4","ci_Yw4","set1","152","character","Maurice","World-Famous Inventor","GIVE IT A TRY Whenever this character quests, you pay 2 {I} less for the next item you play this turn.
IT WORKS! Whenever you play an item, you may draw a card.","","src/cards/001/characters/152-maurice-world-famous-inventor.i18n.ts","translated"
"set1-153","m4N","ci_m4N","set1","153","character","Merlin","Self-Appointed Mentor","Support","What a mess! What a medieval muddle! We’ll have to modernize it.","src/cards/001/characters/153-merlin-self-appointed-mentor.i18n.ts","translated"
"set1-154","9Tz","ci_Ff8","set1","154","character","Mickey Mouse","Detective","GET A CLUE When you play this character, you may put the top card of your deck into your inkwell facedown and exerted.","Wherever the seaweed had come from, Mickey was sure of one thing: something fishy was going on.","src/cards/001/characters/154-mickey-mouse-detective.i18n.ts","translated"
"set1-155","4nl","ci_FBP","set1","155","character","Mufasa","King of the Pride Lands","undefined","A king must care for all of the creatures in his kingdom, no matter their size.","src/cards/001/characters/155-mufasa-king-of-the-pride-lands.i18n.ts","translated"
"set1-156","BXf","ci_BXf","set1","156","character","Philoctetes","Trainer of Heroes","Support","Ya gotta be the best to train the best. And I train the best!","src/cards/001/characters/156-philoctetes-trainer-of-heroes.i18n.ts","translated"
"set1-157","P20","ci_h2F","set1","157","character","Robin Hood","Unrivaled Archer","FEED THE POOR When you play this character, if an opponent has more cards in their hand than you, draw a card.
GOOD SHOT During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","We never rob. We just sort of borrow a bit from those who can afford it.","src/cards/001/characters/157-robin-hood-unrivaled-archer.i18n.ts","translated"
"set1-158","yBp","ci_yBp","set1","158","character","Scar","Mastermind","INSIDIOUS PLOT When you play this character, chosen opposing character gets -5 {S} this turn.","The best plans involve a little danger. Just not for me.","src/cards/001/characters/158-scar-mastermind.i18n.ts","translated"
"set1-159","Z2D","ci_Z2D","set1","159","character","Tamatoa","So Shiny!","WHAT HAVE WE HERE? When you play this character and whenever he quests, you may return an item card from your discard to your hand.
GLAM This character gets +1 {L} for each item you have in play.","Watch me dazzle like a diamond in the rough!","src/cards/001/characters/159-tamatoa-so-shiny.i18n.ts","translated"
